Sekunden;Gas;Aussen;Kessel;Wasser;Relais;Programm;;Status;;;Tag
1769029251;6234,31;-2,75;52,0;31,0;0xd0;0x00;;0x05;;;0x84
1769029302;6234,31;-2,75;51,5;31,0;0xd0;0x00;;0x05;;;0x84
1769029373;6234,31;-2,75;51,0;31,0;0xd0;0x00;;0x05;;;0x84
1769029410;6234,31;-2,75;50,5;31,0;0xd0;0x00;;0x05;;;0x84
1769029442;6234,31;-2,75;50,0;31,0;0xd0;0x00;;0x05;;;0x84
1769029490;6234,31;-2,75;49,5;31,0;0xd0;0x00;;0x05;;;0x84
1769029535;6234,31;-2,75;49,0;31,0;0xd0;0x00;;0x05;;;0x84
1769029544;6234,31;-2,75;49,0;30,5;0xd0;0x00;;0x05;;;0x84
1769029591;6234,31;-2,75;48,5;30,5;0xd0;0x00;;0x05;;;0x84
1769029630;6234,31;-2,75;48,0;30,5;0xd0;0x00;;0x05;;;0x84
1769029693;6234,31;-2,75;47,5;30,5;0xd0;0x00;;0x05;;;0x84
1769029754;6234,31;-2,75;47,0;30,5;0xd0;0x00;;0x05;;;0x84
1769029804;6234,31;-2,75;46,5;30,5;0xd0;0x00;;0x05;;;0x84
1769029847;6234,31;-2,75;46,0;30,5;0xd0;0x00;;0x05;;;0x84
1769029903;6234,31;-2,75;45,5;30,5;0xd0;0x00;;0x05;;;0x84
1769029957;6234,31;-2,75;45,0;30,5;0xd0;0x00;;0x05;;;0x84
1769030025;6234,31;-2,75;44,5;30,5;0xd0;0x00;;0x05;;;0x84
1769030079;6234,31;-2,75;44,0;30,5;0xd0;0x00;;0x05;;;0x84
1769030150;6234,31;-2,75;43,5;30,5;0xd0;0x00;;0x05;;;0x84
1769030211;6234,31;-2,75;43,0;30,5;0xd0;0x00;;0x05;;;0x84
1769030270;6234,31;-2,75;42,5;30,5;0xd0;0x00;;0x05;;;0x84
1769030333;6234,31;-2,75;42,0;30,5;0xd0;0x00;;0x05;;;0x84
1769030394;6234,31;-2,75;41,5;30,5;0xd0;0x00;;0x05;;;0x84
1769030458;6234,31;-2,75;41,0;30,5;0xd0;0x00;;0x05;;;0x84
1769030538;6234,31;-2,75;40,5;30,5;0xd0;0x00;;0x05;;;0x84
1769030619;6234,31;-2,75;40,0;30,5;0xd0;0x00;;0x05;;;0x84
1769030673;6234,31;-2,75;39,5;30,5;0xd0;0x00;;0x05;;;0x84
1769030741;6234,31;-2,75;39,0;30,5;0xd0;0x00;;0x05;;;0x84
1769030815;6234,31;-2,75;38,5;30,5;0xd0;0x00;;0x05;;;0x84
1769030907;6234,31;-2,75;38,0;30,5;0xd0;0x00;;0x05;;;0x84
1769030964;6234,31;-2,75;37,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031073;6234,31;-2,75;37,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031145;6234,31;-2,75;36,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031221;6234,31;-2,75;36,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031279;6234,31;-2,75;35,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031282;6234,31;-2,75;35,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031317;6234,32;-2,75;35,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031325;6234,32;-3,25;35,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031330;6234,33;-3,25;35,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031341;6234,34;-3,25;35,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031353;6234,35;-3,25;35,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031365;6234,36;-3,25;35,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031377;6234,37;-3,25;35,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031387;6234,37;-3,25;36,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031389;6234,38;-3,25;36,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031399;6234,38;-3,25;36,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031401;6234,39;-3,25;36,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031406;6234,39;-3,25;37,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031411;6234,39;-3,25;37,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031413;6234,40;-3,25;37,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031416;6234,40;-3,25;38,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031423;6234,40;-3,25;38,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031425;6234,41;-3,25;38,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031426;6234,41;-3,25;39,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031431;6234,41;-3,25;39,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031435;6234,41;-3,25;40,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031437;6234,42;-3,25;40,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031438;6234,42;-3,25;40,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031443;6234,42;-3,25;41,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031447;6234,42;-3,25;41,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031449;6234,43;-3,25;41,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031450;6234,43;-3,25;42,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031453;6234,43;-3,25;42,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031457;6234,43;-3,25;43,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031460;6234,43;-3,25;43,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031461;6234,44;-3,25;43,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031464;6234,44;-3,25;44,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031469;6234,44;-3,25;44,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031470;6234,44;-3,25;45,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031473;6234,45;-3,25;45,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031474;6234,45;-3,25;45,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031477;6234,45;-3,25;46,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031479;6234,45;-3,25;46,5;30,5;0xd1;0x00;;0x05;;;0x84
1769031482;6234,45;-3,25;47,0;30,5;0xd1;0x00;;0x05;;;0x84
1769031486;6234,45;-3,25;47,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031491;6234,45;-3,25;48,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031492;6234,45;-3,25;48,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031496;6234,45;-3,25;49,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031499;6234,45;-3,25;49,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031501;6234,45;-3,25;50,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031503;6234,45;-3,25;50,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031506;6234,45;-3,25;51,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031509;6234,45;-3,25;51,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031514;6234,45;-3,25;52,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031516;6234,45;-3,25;52,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031519;6234,45;-3,25;53,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031523;6234,45;-3,25;53,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031526;6234,45;-3,25;54,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031530;6234,45;-3,25;54,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031533;6234,45;-3,25;55,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031540;6234,45;-3,25;55,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031543;6234,45;-3,25;56,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031548;6234,45;-3,25;56,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031553;6234,45;-3,25;57,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031558;6234,45;-3,25;57,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031567;6234,45;-3,25;58,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031574;6234,45;-3,25;58,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031580;6234,45;-3,25;59,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031591;6234,45;-3,25;59,5;30,5;0xd0;0x00;;0x05;;;0x84
1769031606;6234,45;-3,25;60,0;30,5;0xd0;0x00;;0x05;;;0x84
1769031613;6234,45;-3,25;60,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031638;6234,45;-3,25;59,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031651;6234,45;-3,25;59,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031662;6234,45;-3,25;58,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031668;6234,45;-3,25;58,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031675;6234,45;-3,25;57,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031682;6234,45;-3,25;57,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031687;6234,45;-3,25;56,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031692;6234,45;-3,25;56,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031697;6234,45;-3,25;55,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031704;6234,45;-3,25;55,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031707;6234,45;-3,25;54,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031712;6234,45;-3,25;54,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031716;6234,45;-3,25;53,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031721;6234,45;-3,25;53,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031728;6234,45;-3,25;52,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031733;6234,45;-3,25;52,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031738;6234,45;-3,25;51,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031741;6234,45;-3,25;51,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031745;6234,45;-3,25;50,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031751;6234,45;-3,25;50,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031757;6234,45;-3,25;49,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031763;6234,45;-3,25;49,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031768;6234,45;-3,25;48,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031777;6234,45;-3,25;48,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031784;6234,45;-3,25;47,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031792;6234,45;-3,25;47,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031802;6234,45;-3,25;46,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031811;6234,45;-3,25;46,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031824;6234,45;-3,25;45,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031834;6234,45;-3,25;45,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031848;6234,45;-3,25;44,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031865;6234,45;-3,25;44,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031887;6234,45;-3,25;43,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031909;6234,45;-3,25;43,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031931;6234,45;-3,25;42,5;30,0;0xd0;0x00;;0x05;;;0x84
1769031953;6234,45;-3,25;42,0;30,0;0xd0;0x00;;0x05;;;0x84
1769031978;6234,45;-3,25;41,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032009;6234,45;-3,25;41,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032048;6234,45;-3,25;40,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032085;6234,45;-3,25;40,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032114;6234,45;-3,25;39,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032148;6234,45;-3,25;39,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032185;6234,45;-3,25;38,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032232;6234,45;-3,25;38,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032261;6234,45;-3,25;37,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032317;6234,45;-3,25;37,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032354;6234,45;-3,25;36,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032396;6234,45;-3,25;36,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032405;6234,45;-3,25;36,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032429;6234,45;-3,25;35,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032441;6234,46;-3,25;35,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032453;6234,47;-3,25;35,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032465;6234,48;-3,25;35,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032474;6234,48;-3,25;35,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032477;6234,49;-3,25;35,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032489;6234,50;-3,25;35,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032490;6234,50;-3,25;35,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032501;6234,51;-3,25;35,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032513;6234,52;-3,25;36,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032520;6234,52;-3,25;36,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032525;6234,53;-3,25;36,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032527;6234,53;-3,25;37,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032535;6234,53;-3,25;37,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032537;6234,54;-3,25;37,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032540;6234,54;-3,25;38,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032544;6234,54;-3,25;38,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032549;6234,55;-3,25;39,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032552;6234,55;-3,25;39,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032557;6234,55;-3,25;40,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032561;6234,56;-3,25;40,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032566;6234,56;-3,25;41,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032569;6234,56;-3,25;41,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032571;6234,56;-3,25;42,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032573;6234,57;-3,25;42,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032574;6234,57;-3,25;42,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032578;6234,57;-3,25;43,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032583;6234,57;-3,25;43,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032585;6234,58;-3,25;43,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032586;6234,58;-3,25;44,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032589;6234,58;-3,25;44,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032593;6234,58;-3,25;45,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032594;6234,58;-3,25;45,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032597;6234,59;-3,25;45,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032598;6234,59;-3,25;46,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032601;6234,59;-3,25;46,5;30,0;0xd1;0x00;;0x05;;;0x84
1769032606;6234,59;-3,25;47,0;30,0;0xd1;0x00;;0x05;;;0x84
1769032610;6234,59;-3,25;47,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032611;6234,59;-3,25;48,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032615;6234,59;-3,25;48,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032618;6234,59;-3,25;49,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032622;6234,59;-3,25;49,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032623;6234,59;-3,25;50,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032628;6234,59;-3,25;50,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032630;6234,59;-3,25;51,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032633;6234,59;-3,25;51,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032637;6234,59;-3,25;52,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032640;6234,59;-3,25;52,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032644;6234,59;-3,25;53,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032647;6234,59;-3,25;53,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032652;6234,59;-3,25;54,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032655;6234,59;-3,25;54,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032659;6234,59;-3,25;55,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032664;6234,59;-3,25;55,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032669;6234,59;-3,25;56,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032676;6234,59;-3,25;56,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032679;6234,59;-3,25;57,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032686;6234,59;-3,25;57,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032693;6234,59;-3,25;58,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032703;6234,59;-3,25;58,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032711;6234,59;-3,25;59,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032727;6234,59;-3,25;59,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032754;6234,59;-3,25;59,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032767;6234,59;-3,25;58,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032777;6234,59;-3,25;58,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032784;6234,59;-3,25;57,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032791;6234,59;-3,25;57,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032798;6234,59;-3,25;56,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032803;6234,59;-3,25;56,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032808;6234,59;-3,25;55,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032813;6234,59;-3,25;55,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032820;6234,59;-3,25;54,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032823;6234,59;-3,25;54,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032828;6234,59;-3,25;53,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032833;6234,59;-3,25;53,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032838;6234,59;-3,25;52,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032845;6234,59;-3,25;52,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032852;6234,59;-3,25;51,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032857;6234,59;-3,25;51,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032860;6234,59;-3,25;50,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032869;6234,59;-3,25;50,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032874;6234,59;-3,25;49,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032881;6234,59;-3,25;49,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032889;6234,59;-3,25;48,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032896;6234,59;-3,25;48,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032906;6234,59;-3,25;47,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032918;6234,59;-3,25;47,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032930;6234,59;-3,25;46,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032947;6234,59;-3,25;46,0;30,0;0xd0;0x00;;0x05;;;0x84
1769032964;6234,59;-3,25;45,5;30,0;0xd0;0x00;;0x05;;;0x84
1769032986;6234,59;-3,25;45,0;30,0;0xd0;0x00;;0x05;;;0x84
1769033014;6234,59;-3,25;44,5;30,0;0xd0;0x00;;0x05;;;0x84
1769033043;6234,59;-3,25;44,0;30,0;0xd0;0x00;;0x05;;;0x84
1769033075;6234,59;-3,25;43,5;30,0;0xd0;0x00;;0x05;;;0x84
1769033099;6234,59;-3,25;43,0;30,0;0xd0;0x00;;0x05;;;0x84
1769033131;6234,59;-3,25;42,5;30,0;0xd0;0x00;;0x05;;;0x84
1769033167;6234,59;-3,25;42,0;30,0;0xd0;0x00;;0x05;;;0x84
1769033214;6234,59;-3,25;41,5;30,0;0xd0;0x00;;0x05;;;0x84
1769033273;6234,59;-3,25;41,0;30,0;0xd0;0x00;;0x05;;;0x84
1769033356;6234,59;-3,25;40,5;30,0;0xd0;0x00;;0x05;;;0x84
1769033443;6234,59;-3,25;40,0;30,0;0xd0;0x00;;0x05;;;0x84
1769033494;6234,59;-3,25;39,5;30,0;0xd0;0x00;;0x05;;;0x84
1769033561;6234,59;-3,25;39,0;30,0;0xd0;0x00;;0x05;;;0x84
1769033627;6234,59;-3,25;38,5;30,0;0xd0;0x00;;0x05;;;0x84
1769033710;6234,59;-3,25;38,0;30,0;0xd0;0x00;;0x05;;;0x84
1769033768;6234,59;-3,25;37,5;30,0;0xd0;0x00;;0x05;;;0x84
1769033871;6234,59;-3,25;37,0;30,0;0xd0;0x00;;0x05;;;0x84
1769033949;6234,59;-3,25;36,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034027;6234,59;-3,25;36,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034070;6234,60;-3,25;36,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034082;6234,61;-3,25;36,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034089;6234,61;-3,25;35,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034094;6234,62;-3,25;35,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034106;6234,63;-3,25;35,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034115;6234,63;-3,25;36,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034118;6234,64;-3,25;36,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034130;6234,65;-3,25;36,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034132;6234,65;-3,25;36,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034140;6234,65;-3,25;37,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034142;6234,66;-3,25;37,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034150;6234,66;-3,25;37,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034154;6234,67;-3,25;37,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034155;6234,67;-3,25;38,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034162;6234,67;-3,25;38,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034166;6234,68;-3,25;38,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034169;6234,68;-3,25;39,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034172;6234,68;-3,25;39,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034176;6234,68;-3,25;40,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034178;6234,69;-3,25;40,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034179;6234,69;-3,25;40,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034184;6234,69;-3,25;41,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034188;6234,69;-3,25;41,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034190;6234,70;-3,25;41,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034193;6234,70;-3,25;42,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034196;6234,70;-3,25;42,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034198;6234,70;-3,25;43,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034201;6234,70;-3,25;43,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034202;6234,71;-3,25;43,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034204;6234,71;-3,25;44,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034208;6234,71;-3,25;44,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034211;6234,71;-3,25;45,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034214;6234,72;-3,25;45,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034216;6234,72;-3,25;45,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034220;6234,72;-3,25;46,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034221;6234,72;-3,25;46,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034225;6234,72;-3,25;47,0;30,0;0xd1;0x00;;0x05;;;0x84
1769034227;6234,72;-3,25;47,5;30,0;0xd1;0x00;;0x05;;;0x84
1769034230;6234,72;-3,25;48,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034233;6234,72;-3,25;48,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034235;6234,72;-3,25;49,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034240;6234,72;-3,25;49,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034243;6234,72;-3,25;50,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034245;6234,72;-3,25;50,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034248;6234,72;-3,25;51,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034250;6234,72;-3,25;51,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034254;6234,72;-3,25;52,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034257;6234,72;-3,25;52,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034259;6234,72;-3,25;53,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034264;6234,72;-3,25;53,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034267;6234,72;-3,25;54,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034271;6234,72;-3,25;54,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034274;6234,72;-3,25;55,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034277;6234,72;-3,25;55,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034282;6234,72;-3,25;56,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034287;6234,72;-3,25;56,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034291;6234,72;-3,25;57,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034296;6234,72;-3,25;57,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034303;6234,72;-3,25;58,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034311;6234,72;-3,25;58,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034316;6234,72;-3,25;59,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034323;6234,72;-3,25;59,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034335;6234,72;-3,25;60,0;30,0;0xd0;0x00;;0x05;;;0x84
1769034345;6234,72;-3,25;60,5;30,0;0xd0;0x00;;0x05;;;0x84
1769034399;6234,72;-3,25;60,0;30,0;0xd0;0x00;;0x05;;;0x84
