Sekunden;Gas;Aussen;Kessel;Wasser;Relais;Programm;;Status;;;Tag
1768999889;6230,20;-0,25;40,0;37,5;0x91;0x00;;0x05;;;0x84
1768999892;6230,20;-0,25;40,5;37,5;0x91;0x00;;0x05;;;0x84
1768999894;6230,20;-0,25;41,0;37,5;0x91;0x00;;0x05;;;0x84
1768999898;6230,21;-0,25;41,0;37,5;0x91;0x00;;0x05;;;0x84
1768999899;6230,21;-0,25;41,5;37,5;0x91;0x00;;0x05;;;0x84
1768999901;6230,21;-0,25;42,0;37,5;0x91;0x00;;0x05;;;0x84
1768999903;6230,21;-0,25;42,0;37,5;0xd1;0x00;;0x05;;;0x84
1768999904;6230,21;-0,25;42,5;37,5;0xd1;0x00;;0x05;;;0x84
1768999906;6230,21;-0,25;43,0;37,5;0xd1;0x00;;0x05;;;0x84
1768999908;6230,21;-0,25;43,5;37,5;0xd1;0x00;;0x05;;;0x84
1768999911;6230,21;-0,25;44,0;37,5;0xd1;0x00;;0x05;;;0x84
1768999913;6230,21;-0,25;44,5;37,5;0xd1;0x00;;0x05;;;0x84
1768999915;6230,21;-0,25;44,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999916;6230,21;-0,25;45,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999918;6230,21;-0,25;45,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999920;6230,21;-0,25;46,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999925;6230,21;-0,25;46,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999926;6230,21;-0,25;47,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999930;6230,21;-0,25;47,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999932;6230,21;-0,25;48,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999935;6230,21;-0,25;48,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999938;6230,21;-0,25;49,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999940;6230,21;-0,25;49,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999943;6230,21;-0,25;50,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999947;6230,21;-0,25;50,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999950;6230,21;-0,25;51,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999953;6230,21;-0,25;51,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999957;6230,21;-0,25;52,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999960;6230,21;-0,25;52,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999965;6230,21;-0,25;53,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999972;6230,21;-0,25;53,5;37,5;0xd0;0x00;;0x05;;;0x84
1768999977;6230,21;-0,25;54,0;37,5;0xd0;0x00;;0x05;;;0x84
1768999986;6230,21;-0,25;54,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000001;6230,21;-0,25;55,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000011;6230,21;-0,25;54,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000021;6230,21;-0,25;54,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000028;6230,21;-0,25;53,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000033;6230,21;-0,25;53,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000036;6230,21;-0,25;52,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000043;6230,21;-0,25;52,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000045;6230,21;-0,25;51,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000048;6230,21;-0,25;51,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000052;6230,21;-0,25;50,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000055;6230,21;-0,25;50,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000058;6230,21;-0,25;49,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000062;6230,21;-0,25;49,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000067;6230,21;-0,25;48,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000069;6230,21;-0,25;48,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000072;6230,21;-0,25;47,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000077;6230,21;-0,25;47,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000080;6230,21;-0,25;46,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000084;6230,21;-0,25;46,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000091;6230,21;-0,25;45,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000094;6230,21;-0,25;45,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000097;6230,21;-0,25;44,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000102;6230,21;-0,25;44,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000108;6230,21;-0,25;43,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000116;6230,21;-0,25;43,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000121;6230,21;-0,25;42,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000128;6230,21;-0,25;42,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000140;6230,21;-0,25;41,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000162;6230,21;-0,25;41,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000219;6230,21;-0,25;40,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000265;6230,21;-0,25;40,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000289;6230,21;-0,25;39,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000317;6230,21;-0,25;39,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000360;6230,21;-0,25;38,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000416;6230,21;-0,25;38,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000456;6230,21;-0,25;37,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000524;6230,21;-0,25;37,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000566;6230,21;-0,25;36,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000619;6230,21;-0,25;36,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000653;6230,21;-0,25;35,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000710;6230,21;-0,25;35,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000756;6230,21;-0,25;34,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000808;6230,21;-0,25;34,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000841;6230,21;-0,25;33,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000891;6230,21;-0,25;33,0;37,5;0xd0;0x00;;0x05;;;0x84
1769000937;6230,21;-0,25;32,5;37,5;0xd0;0x00;;0x05;;;0x84
1769000949;6230,21;-0,25;32,5;37,5;0x91;0x00;;0x05;;;0x84
1769000978;6230,22;-0,25;32,5;37,5;0x91;0x00;;0x05;;;0x84
1769000990;6230,23;-0,25;32,5;37,5;0x91;0x00;;0x05;;;0x84
1769001002;6230,24;-0,25;32,5;37,5;0x91;0x00;;0x05;;;0x84
1769001014;6230,25;-0,25;32,5;37,5;0x91;0x00;;0x05;;;0x84
1769001026;6230,26;-0,25;32,5;37,5;0x91;0x00;;0x05;;;0x84
1769001037;6230,26;-0,25;33,0;37,5;0x91;0x00;;0x05;;;0x84
1769001038;6230,27;-0,25;33,0;37,5;0x91;0x00;;0x05;;;0x84
1769001047;6230,27;-0,25;33,5;37,5;0x91;0x00;;0x05;;;0x84
1769001050;6230,28;-0,25;33,5;37,5;0x91;0x00;;0x05;;;0x84
1769001054;6230,28;-0,25;34,0;37,5;0x91;0x00;;0x05;;;0x84
1769001062;6230,29;-0,25;34,5;37,5;0x91;0x00;;0x05;;;0x84
1769001069;6230,29;-0,25;35,0;37,5;0x91;0x00;;0x05;;;0x84
1769001074;6230,30;-0,25;35,5;37,5;0x91;0x00;;0x05;;;0x84
1769001079;6230,30;-0,25;36,0;37,5;0x91;0x00;;0x05;;;0x84
1769001084;6230,30;-0,25;36,5;37,5;0x91;0x00;;0x05;;;0x84
1769001086;6230,31;-0,25;36,5;37,5;0x91;0x00;;0x05;;;0x84
1769001088;6230,31;-0,25;37,0;37,5;0x91;0x00;;0x05;;;0x84
1769001093;6230,31;-0,25;37,5;37,5;0x91;0x00;;0x05;;;0x84
1769001096;6230,31;-0,25;38,0;37,5;0x91;0x00;;0x05;;;0x84
1769001098;6230,32;-0,25;38,0;37,5;0x91;0x00;;0x05;;;0x84
1769001100;6230,32;-0,25;38,5;37,5;0x91;0x00;;0x05;;;0x84
1769001103;6230,32;-0,25;39,0;37,5;0x91;0x00;;0x05;;;0x84
1769001108;6230,32;-0,25;39,5;37,5;0x91;0x00;;0x05;;;0x84
1769001110;6230,33;-0,25;40,0;37,5;0x91;0x00;;0x05;;;0x84
1769001113;6230,33;-0,25;40,5;37,5;0x91;0x00;;0x05;;;0x84
1769001115;6230,33;-0,25;41,0;37,5;0x91;0x00;;0x05;;;0x84
1769001118;6230,33;-0,25;41,5;37,5;0x91;0x00;;0x05;;;0x84
1769001120;6230,33;-0,25;42,0;37,5;0x91;0x00;;0x05;;;0x84
1769001122;6230,34;-0,25;42,0;37,5;0x91;0x00;;0x05;;;0x84
1769001123;6230,34;-0,25;42,5;37,5;0x91;0x00;;0x05;;;0x84
1769001125;6230,34;-0,25;43,0;37,5;0x91;0x00;;0x05;;;0x84
1769001127;6230,34;-0,25;43,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001128;6230,34;-0,25;43,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001132;6230,34;-0,25;44,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001135;6230,34;-0,25;44,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001137;6230,34;-0,25;45,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001139;6230,34;-0,25;45,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001142;6230,34;-0,25;46,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001144;6230,34;-0,25;46,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001147;6230,34;-0,25;47,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001149;6230,34;-0,25;47,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001150;6230,34;-0,25;48,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001156;6230,34;-0,25;48,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001159;6230,34;-0,25;49,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001161;6230,34;-0,25;49,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001162;6230,34;-0,25;50,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001166;6230,34;-0,25;50,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001169;6230,34;-0,25;51,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001172;6230,34;-0,25;51,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001179;6230,34;-0,25;52,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001183;6230,34;-0,25;52,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001188;6230,34;-0,25;53,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001193;6230,34;-0,25;53,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001200;6230,34;-0,25;54,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001215;6230,34;-0,25;54,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001227;6230,34;-0,25;54,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001237;6230,34;-0,25;53,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001242;6230,34;-0,25;53,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001245;6230,34;-0,25;52,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001252;6230,34;-0,25;52,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001255;6230,34;-0,25;51,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001257;6230,34;-0,25;51,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001261;6230,34;-0,25;50,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001264;6230,34;-0,25;50,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001267;6230,34;-0,25;49,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001271;6230,34;-0,25;49,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001274;6230,34;-0,25;48,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001277;6230,34;-0,25;48,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001281;6230,34;-0,25;47,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001284;6230,34;-0,25;47,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001288;6230,34;-0,25;46,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001291;6230,34;-0,25;46,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001294;6230,34;-0,25;45,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001299;6230,34;-0,25;45,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001303;6230,34;-0,25;44,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001306;6230,34;-0,25;44,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001310;6230,34;-0,25;43,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001315;6230,34;-0,25;43,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001321;6230,34;-0,25;42,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001327;6230,34;-0,25;42,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001332;6230,34;-0,25;41,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001340;6230,34;-0,25;41,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001352;6230,34;-0,25;40,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001374;6230,34;-0,25;40,0;37,5;0xd0;0x00;;0x05;;;0x84
1769001411;6230,34;-0,25;39,5;37,5;0xd0;0x00;;0x05;;;0x84
1769001445;6230,34;-0,25;39,5;37,0;0xd0;0x00;;0x05;;;0x84
1769001448;6230,34;-0,25;39,0;37,0;0xd0;0x00;;0x05;;;0x84
1769001475;6230,34;-0,25;38,5;37,0;0xd0;0x00;;0x05;;;0x84
1769001511;6230,34;-0,25;38,0;37,0;0xd0;0x00;;0x05;;;0x84
1769001536;6230,34;-0,25;37,5;37,0;0xd0;0x00;;0x05;;;0x84
1769001582;6230,34;-0,25;37,0;37,0;0xd0;0x00;;0x05;;;0x84
1769001621;6230,34;-0,25;36,5;37,0;0xd0;0x00;;0x05;;;0x84
1769001662;6230,34;-0,25;36,0;37,0;0xd0;0x00;;0x05;;;0x84
1769001694;6230,34;-0,25;35,5;37,0;0xd0;0x00;;0x05;;;0x84
1769001743;6230,34;-0,25;35,0;37,0;0xd0;0x00;;0x05;;;0x84
1769001780;6230,34;-0,25;34,5;37,0;0xd0;0x00;;0x05;;;0x84
1769001848;6230,34;-0,25;34,0;37,0;0xd0;0x00;;0x05;;;0x84
1769001878;6230,34;-0,25;33,5;37,0;0xd0;0x00;;0x05;;;0x84
1769001929;6230,34;-0,25;33,0;37,0;0xd0;0x00;;0x05;;;0x84
1769001977;6230,34;-0,25;32,5;37,0;0xd0;0x00;;0x05;;;0x84
1769001982;6230,34;-0,25;32,5;37,0;0x91;0x00;;0x05;;;0x84
1769002024;6230,35;-0,25;32,5;37,0;0x91;0x00;;0x05;;;0x84
1769002035;6230,36;-0,25;32,5;37,0;0x91;0x00;;0x05;;;0x84
1769002048;6230,37;-0,25;32,5;37,0;0x91;0x00;;0x05;;;0x84
1769002059;6230,38;-0,25;32,5;37,0;0x91;0x00;;0x05;;;0x84
1769002071;6230,39;-0,25;32,5;37,0;0x91;0x00;;0x05;;;0x84
1769002073;6230,39;-0,25;33,0;37,0;0x91;0x00;;0x05;;;0x84
1769002084;6230,40;-0,25;33,0;37,0;0x91;0x00;;0x05;;;0x84
1769002087;6230,40;-0,25;33,5;37,0;0x91;0x00;;0x05;;;0x84
1769002095;6230,40;-0,25;34,0;37,0;0x91;0x00;;0x05;;;0x84
1769002096;6230,41;-0,25;34,0;37,0;0x91;0x00;;0x05;;;0x84
1769002104;6230,41;-0,25;34,5;37,0;0x91;0x00;;0x05;;;0x84
1769002108;6230,42;-0,25;34,5;37,0;0x91;0x00;;0x05;;;0x84
1769002110;6230,42;-0,25;35,0;37,0;0x91;0x00;;0x05;;;0x84
1769002114;6230,42;-0,25;35,5;37,0;0x91;0x00;;0x05;;;0x84
1769002119;6230,42;-0,25;36,0;37,0;0x91;0x00;;0x05;;;0x84
1769002120;6230,43;-0,25;36,0;37,0;0x91;0x00;;0x05;;;0x84
1769002122;6230,43;-0,25;36,5;37,0;0x91;0x00;;0x05;;;0x84
1769002129;6230,43;-0,25;37,0;37,0;0x91;0x00;;0x05;;;0x84
1769002131;6230,43;-0,25;37,5;37,0;0x91;0x00;;0x05;;;0x84
1769002132;6230,44;-0,25;37,5;37,0;0x91;0x00;;0x05;;;0x84
1769002134;6230,44;-0,25;38,0;37,0;0x91;0x00;;0x05;;;0x84
1769002137;6230,44;-0,25;38,5;37,0;0x91;0x00;;0x05;;;0x84
1769002141;6230,44;-0,25;39,0;37,0;0x91;0x00;;0x05;;;0x84
1769002144;6230,45;-0,25;39,5;37,0;0x91;0x00;;0x05;;;0x84
1769002148;6230,45;-0,25;40,0;37,0;0x91;0x00;;0x05;;;0x84
1769002151;6230,45;-0,25;40,5;37,0;0x91;0x00;;0x05;;;0x84
1769002154;6230,45;-0,25;41,0;37,0;0x91;0x00;;0x05;;;0x84
1769002156;6230,46;-0,25;41,5;37,0;0x91;0x00;;0x05;;;0x84
1769002159;6230,46;-0,25;42,0;37,0;0x91;0x00;;0x05;;;0x84
1769002161;6230,46;-0,25;42,5;37,0;0xd1;0x00;;0x05;;;0x84
1769002163;6230,46;-0,25;43,0;37,0;0xd1;0x00;;0x05;;;0x84
1769002166;6230,46;-0,25;43,5;37,0;0xd1;0x00;;0x05;;;0x84
1769002170;6230,46;-0,25;44,0;37,0;0xd1;0x00;;0x05;;;0x84
1769002171;6230,46;-0,25;44,5;37,0;0xd1;0x00;;0x05;;;0x84
1769002175;6230,46;-0,25;44,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002176;6230,46;-0,25;45,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002178;6230,46;-0,25;45,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002180;6230,46;-0,25;46,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002183;6230,46;-0,25;46,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002185;6230,46;-0,25;47,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002188;6230,46;-0,25;47,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002190;6230,46;-0,25;48,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002193;6230,46;-0,25;48,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002198;6230,46;-0,25;49,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002200;6230,46;-0,25;49,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002202;6230,46;-0,25;50,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002205;6230,46;-0,25;50,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002209;6230,46;-0,25;51,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002212;6230,46;-0,25;51,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002215;6230,46;-0,25;52,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002219;6230,46;-0,25;52,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002224;6230,46;-0,25;53,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002229;6230,46;-0,25;53,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002236;6230,46;-0,25;54,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002242;6230,46;-0,25;54,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002253;6230,46;-0,25;55,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002273;6230,46;-0,25;54,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002281;6230,46;-0,25;54,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002288;6230,46;-0,25;53,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002293;6230,46;-0,25;53,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002297;6230,46;-0,25;52,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002302;6230,46;-0,25;52,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002303;6230,46;-0,25;51,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002307;6230,46;-0,25;51,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002310;6230,46;-0,25;50,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002314;6230,46;-0,25;50,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002319;6230,46;-0,25;49,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002320;6230,46;-0,25;49,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002324;6230,46;-0,25;48,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002327;6230,46;-0,25;48,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002330;6230,46;-0,25;47,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002334;6230,46;-0,25;47,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002337;6230,46;-0,25;46,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002342;6230,46;-0,25;46,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002347;6230,46;-0,25;45,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002351;6230,46;-0,25;45,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002356;6230,46;-0,25;44,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002361;6230,46;-0,25;44,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002366;6230,46;-0,25;43,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002371;6230,46;-0,25;43,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002378;6230,46;-0,25;42,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002385;6230,46;-0,25;42,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002395;6230,46;-0,25;41,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002417;6230,46;-0,25;41,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002474;6230,46;-0,25;40,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002527;6230,46;-0,25;40,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002554;6230,46;-0,25;39,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002591;6230,46;-0,25;39,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002642;6230,46;-0,25;38,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002713;6230,46;-0,25;38,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002759;6230,46;-0,25;37,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002847;6230,46;-0,25;37,0;37,0;0xd0;0x00;;0x05;;;0x84
1769002916;6230,46;-0,25;36,5;37,0;0xd0;0x00;;0x05;;;0x84
1769002977;6230,46;-0,25;36,0;37,0;0xd0;0x00;;0x05;;;0x84
1769003038;6230,46;-0,25;35,5;37,0;0xd0;0x00;;0x05;;;0x84
1769003123;6230,46;-0,25;35,0;37,0;0xd0;0x00;;0x05;;;0x84
1769003155;6230,46;-0,25;35,0;36,5;0xd0;0x00;;0x05;;;0x84
1769003189;6230,46;-0,25;34,5;36,5;0xd0;0x00;;0x05;;;0x84
1769003292;6230,46;-0,25;34,0;36,5;0xd0;0x00;;0x05;;;0x84
1769003351;6230,46;-0,25;33,5;36,5;0xd0;0x00;;0x05;;;0x84
1769003433;6230,46;-0,25;33,0;36,5;0xd0;0x00;;0x05;;;0x84
1769003510;6230,46;-0,25;32,5;36,5;0xd0;0x00;;0x05;;;0x84
1769003514;6230,46;-0,25;32,5;36,5;0x91;0x00;;0x05;;;0x84
1769003553;6230,47;-0,25;32,5;36,5;0x91;0x00;;0x05;;;0x84
1769003565;6230,48;-0,25;32,5;36,5;0x91;0x00;;0x05;;;0x84
1769003577;6230,49;-0,25;32,5;36,5;0x91;0x00;;0x05;;;0x84
1769003589;6230,50;-0,25;32,5;36,5;0x91;0x00;;0x05;;;0x84
1769003600;6230,50;-0,25;33,0;36,5;0x91;0x00;;0x05;;;0x84
1769003601;6230,51;-0,25;33,0;36,5;0x91;0x00;;0x05;;;0x84
1769003613;6230,52;-0,25;33,0;36,5;0x91;0x00;;0x05;;;0x84
1769003617;6230,52;-0,25;33,5;36,5;0x91;0x00;;0x05;;;0x84
1769003625;6230,53;-0,25;33,5;36,5;0x91;0x00;;0x05;;;0x84
1769003627;6230,53;-0,25;34,0;36,5;0x91;0x00;;0x05;;;0x84
1769003634;6230,53;-0,25;34,5;36,5;0x91;0x00;;0x05;;;0x84
1769003637;6230,54;-0,25;34,5;36,5;0x91;0x00;;0x05;;;0x84
1769003641;6230,54;-0,25;35,0;36,5;0x91;0x00;;0x05;;;0x84
1769003648;6230,54;-0,25;35,5;36,5;0x91;0x00;;0x05;;;0x84
1769003649;6230,55;-0,25;35,5;36,5;0x91;0x00;;0x05;;;0x84
1769003651;6230,55;-0,25;36,0;36,5;0x91;0x00;;0x05;;;0x84
1769003654;6230,55;-0,25;36,5;36,5;0x91;0x00;;0x05;;;0x84
1769003660;6230,55;-0,25;37,0;36,5;0x91;0x00;;0x05;;;0x84
1769003661;6230,56;-0,25;37,0;36,5;0x91;0x00;;0x05;;;0x84
1769003663;6230,56;-0,25;37,5;36,5;0x91;0x00;;0x05;;;0x84
1769003670;6230,56;-0,25;38,0;36,5;0x91;0x00;;0x05;;;0x84
1769003671;6230,56;-0,25;38,5;36,5;0x91;0x00;;0x05;;;0x84
1769003673;6230,57;-0,25;38,5;36,5;0x91;0x00;;0x05;;;0x84
1769003675;6230,57;-0,25;39,0;36,5;0x91;0x00;;0x05;;;0x84
1769003678;6230,57;-0,25;39,5;36,5;0x91;0x00;;0x05;;;0x84
1769003681;6230,57;-0,25;40,0;36,5;0x91;0x00;;0x05;;;0x84
1769003683;6230,57;-0,25;40,5;36,5;0x91;0x00;;0x05;;;0x84
1769003685;6230,58;-0,25;40,5;36,5;0x91;0x00;;0x05;;;0x84
1769003687;6230,58;-0,25;41,0;36,5;0x91;0x00;;0x05;;;0x84
1769003692;6230,58;-0,25;41,5;36,5;0x91;0x00;;0x05;;;0x84
1769003693;6230,58;-0,25;42,0;36,5;0xd1;0x00;;0x05;;;0x84
1769003697;6230,59;-0,25;42,5;36,5;0xd1;0x00;;0x05;;;0x84
1769003698;6230,59;-0,25;43,0;36,5;0xd1;0x00;;0x05;;;0x84
1769003700;6230,59;-0,25;43,5;36,5;0xd1;0x00;;0x05;;;0x84
1769003703;6230,59;-0,25;44,0;36,5;0xd1;0x00;;0x05;;;0x84
1769003705;6230,59;-0,25;44,5;36,5;0xd0;0x00;;0x05;;;0x84
1769003709;6230,59;-0,25;45,0;36,5;0xd0;0x00;;0x05;;;0x84
1769003710;6230,59;-0,25;45,5;36,5;0xd0;0x00;;0x05;;;0x84
1769003715;6230,59;-0,25;46,0;36,5;0xd0;0x00;;0x05;;;0x84
1769003717;6230,59;-0,25;46,5;36,5;0xd0;0x00;;0x05;;;0x84
1769003719;6230,59;-0,25;47,0;36,5;0xd0;0x00;;0x05;;;0x84
1769003722;6230,59;-0,25;47,5;36,5;0xd0;0x00;;0x05;;;0x84
